Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),21:35,04:30,06h 55m,419,34 Seats available,"3.5
21",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),22:30,05:50,07h 20m,319,31 Seats available,"3.6
30",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),22:50,03:45,04h 55m,473,28 Seats available,4.1,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 1585,Swift Deluxe Non AC Air Bus (2+2),23:15,06:10,06h 55m,419,27 Seats available,"4.2
4",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,23:05,05h 40m,599,8 Seats available,"4.1
41",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,23:30,06h 00m,800,28 Seats available,"4.1
5",Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,23:55,06:00,06h 05m,650,20 Seats available,4.2,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,05:30,05h 35m,799,25 Seats available,3.5,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),23:57,06:30,06h 33m,699,17 Seats available,4.1,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode
KSRTC (Kerala) - 708,Super Fast Non AC Seater (2+3),16:00,22:40,06h 40m,285,39 Seats available,"3.8
7",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 898,Super Fast Non AC Seater (2+3),16:30,22:15,05h 45m,273,35 Seats available,"3.8
18",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,01:00,07h 00m,350,1 Seat available,"3.7
5",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 1583,Swift Deluxe Non AC Air Bus (2+2),20:00,03:00,07h 00m,419,2 Seats available,3.9,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,05:40,06h 40m,319,24 Seats available,"3.4
34",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
A1 Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,700,17 Seats available,3.3,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
NS Transports,Non A/C Seater / Sleeper (2+1),20:31,02:30,05h 59m,699,3 Seats available,4.1,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
National travels and logistics,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,699,12 Seats available,"3.9
5",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
National travels and logistics,A/C Sleeper (2+1),21:00,03:15,06h 15m,749,14 Seats available,3.9,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,750,31 Seats available,"3.4
4",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,04:45,07h 15m,799,2 Seats available,3.5,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
NS Transports,Non A/C Seater / Sleeper (2+1),19:30,02:30,07h 00m,849,1 Seat available,4.1,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,04:00,06h 15m,600,9 Seats available,"3.6
4",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
DA Transports,A/C Sleeper (2+1),21:50,04:30,06h 40m,799,12 Seats available,3.6,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
A1 Travels,A/C Seater / Sleeper (2+1),22:30,04:15,05h 45m,750,12 Seats available,3.3,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
PSK Travels,Bharat Benz A/C Sleeper (2+1),14:45,21:30,06h 45m,1090,10 Seats available,3.6,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
NS Transports,VE A/C Sleeper (2+1),20:15,03:30,07h 15m,999,3 Seats available,4.1,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
Bharathi Travels,A/C Sleeper (2+1),15:00,21:00,06h 00m,1290,9 Seats available,3.1,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
SAAM BUS,VE A/C Sleeper (2+1),20:30,04:00,07h 30m,833,8 Seats available,4.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
MMK Travels,A/C Sleeper (2+1),21:00,03:00,06h 00m,999,8 Seats available,4.3,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 2898,Low Floor AC Seater 2+2,16:00,19:20,03h 20m,253,17 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 689,Super Fast Non AC Seater (2+3),16:15,19:50,03h 35m,181,49 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 726,Super Fast Non AC Seater (2+3),17:00,20:20,03h 20m,181,50 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2716,Super Fast Non AC Seater (2+3),17:15,20:45,03h 30m,181,46 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,20:45,03h 20m,181,26 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,21:20,03h 20m,253,23 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,20:50,02h 50m,216,27 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,21:35,03h 05m,253,9 Seats available,"1.7
12",Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),19:00,21:35,02h 35m,216,7 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,23:00,03h 40m,181,40 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 1956,Super Fast Non AC Seater (2+3),20:00,23:30,03h 30m,181,23 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,23:00,02h 35m,216,9 Seats available,"3.7
4",Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,23:35,03h 05m,253,19 Seats available,"3.7
5",Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 424,Super Fast Non AC Seater (2+3),20:30,00:15,03h 45m,181,37 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 3398,Super Fast Non AC Seater (2+3),20:30,00:00,03h 30m,174,43 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
BLM Transports,A/C Sleeper (2+1),22:00,01:00,03h 00m,855,6 Seats available,3.9,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
EMERALD TRAVELS,A/C Sleeper (2+1),22:10,00:30,02h 20m,1000,16 Seats available,3.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Madhavi Travels,A/C Sleeper (2+1),22:20,01:10,02h 50m,999,14 Seats available,4.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,01:10,02h 25m,700,12 Seats available,3.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,01:10,01h 40m,799,17 Seats available,4.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,03:55,10h 30m,515,22 Seats available,"2.2
8",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,02:55,08h 55m,586,27 Seats available,"2.4
8",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,04:25,09h 55m,742,9 Seats available,"3.6
5",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),19:00,03:40,08h 40m,565,7 Seats available,"3.2
4",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,06:10,10h 50m,502,39 Seats available,2.8,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,05:05,08h 40m,586,9 Seats available,"2.3
18",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,06:35,10h 05m,742,14 Seats available,2.8,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),20:55,04:55,08h 00m,586,20 Seats available,2.8,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,08:35,11h 35m,515,43 Seats available,"2.9
13",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,21:05,06:05,09h 00m,565,8 Seats available,2.8,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,05:05,07h 50m,586,25 Seats available,"3.7
18",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 1378,AC MULTI AXLE,21:25,07:15,09h 50m,904,34 Seats available,"2.5
8",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,06:10,08h 45m,586,13 Seats available,"2.7
5",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,07:10,09h 45m,586,26 Seats available,2.8,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 2389,Low Floor AC Seater 2+2,21:30,07:30,10h 00m,723,17 Seats available,2.8,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,07:30,08h 00m,899,18 Seats available,"4.0
7",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,648,18 Seats available,"3.8
339",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,648,26 Seats available,"3.4
53",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,555,19 Seats available,"3.4
178",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,855,5 Seats available,"3.7
133",Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram
KSRTC (Kerala) - 726,Super Fast Non AC Seater (2+3),17:00,00:05,07h 05m,332,50 Seats available,"1.6
4",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),19:00,00:40,05h 40m,381,6 Seats available,"1.7
7",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,02:20,07h 00m,332,37 Seats available,2.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 567,Super Express Non AC Seater Air Bus (2+2),20:45,04:05,07h 20m,360,34 Seats available,2.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3294,Super Fast Non AC Seater (2+3),21:00,04:00,07h 00m,332,48 Seats available,2.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2389,Low Floor AC Seater 2+2,21:30,04:05,06h 35m,475,17 Seats available,"3.0
7",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),21:45,04:25,06h 40m,332,43 Seats available,"2.0
5",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,03:45,05h 55m,381,8 Seats available,"3.1
4",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 560,Super Express Non AC Seater Air Bus (2+2),22:10,04:30,06h 20m,381,15 Seats available,"3.3
9",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,05:15,06h 35m,370,25 Seats available,2.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,05:41,07h 01m,341,38 Seats available,2.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 128,Super Deluxe Non AC Seater Air Bus (2+2),22:55,04:10,05h 15m,381,24 Seats available,"1.0
6",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2784,Super Express Non AC Seater Air Bus (2+2),23:20,06:30,07h 10m,386,16 Seats available,2.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
