Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Greenline (Karunamoyee),Volvo A/C Seater (2+2),18:01,22:00,03h 59m,486,34 Seats available,4.3,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Greenline,Volvo A/C Seater (2+2),18:05,22:05,04h 00m,486,36 Seats available,"4.7
85",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,22:25,03h 45m,486,27 Seats available,"4.6
109",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Shyamoli Paribahan Pvt Ltd,Volvo A/C (2+2),23:30,04:30,05h 00m,300,27 Seats available,"4.6
335",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,400,17 Seats available,"4.2
101",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,338,24 Seats available,"4.1
116",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Express Line,VE A/C Seater (2+2),23:45,04:45,05h 00m,299,45 Seats available,"4.2
330",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,05:30,07h 30m,400,27 Seats available,"4.2
240",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,280,23 Seats available,"4.1
197",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Parameswar Travels,A/C Seater Push Back (2+3),23:59,05:00,05h 01m,238,49 Seats available,"3.2
123",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
AdSagufta Travels(Angel),A/C Seater (2+2),23:58,05:10,05h 12m,291,24 Seats available,"4.2
24",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Parameswar Travels,A/C Seater Push Back (2+3),23:45,05:00,05h 15m,238,51 Seats available,"3.2
116",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
Basu Travels,A/C Seater / Sleeper (2+2),23:59,05:00,05h 01m,319,23 Seats available,"3.5
43",Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha
SBSTC-KARUNAMOYEE - BURDWAN - 17:30 (BWN DEPOT) - 465,Non AC Seater (2+3),17:30,19:30,02h 00m,100,39 Seats available,"3.8
118",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - DINANATHPUR - VIA - BURDWAN - 17:30 (BWN - 2952,Non AC Seater (2+3),17:30,19:30,02h 00m,95,51 Seats available,"2.7
23",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - BURDWAN - 18:15 (BWN DEPOT) - 96,Non AC Seater (2+3),18:15,20:15,02h 00m,95,49 Seats available,"3.3
77",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 18:15 (BWN DEPOT) - 119,Non AC Seater (2+3),18:15,20:15,02h 00m,100,35 Seats available,"3.6
158",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - BURDWAN - A/C - 18:45 (BWN DEPOT) - 97,AC Seater (2+2),18:45,20:45,02h 00m,180,35 Seats available,"3.4
73",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KARUNAMOYEE - BURDWAN - A/C - 18:45 (BWN DEPOT) - 1674,AC Seater (2+2),18:45,20:45,02h 00m,200,33 Seats available,"3.4
108",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 19:30 (BWN DEPOT) - 120,Non AC Seater (2+3),19:30,21:30,02h 00m,100,46 Seats available,"3.3
121",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - BURDWAN - 20:00 (BWN DEPOT) - 103,Non AC Seater (2+3),20:00,22:00,02h 00m,95,51 Seats available,"4.1
40",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:52,19:20,02h 28m,429,27 Seats available,"4.5
33",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:52,19:20,02h 28m,429,30 Seats available,4.3,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),17:05,18:55,01h 50m,429,23 Seats available,"4.1
23",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Express Line,Volvo 9600 A/C Seater (2+2),17:20,19:30,02h 10m,429,45 Seats available,"4.4
20",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:30,20:00,02h 30m,429,27 Seats available,"4.6
95",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,20:30,03h 00m,110,34 Seats available,"4.2
138",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,21:15,03h 00m,110,31 Seats available,"3.5
201",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
Swapna Paribahan,Non AC Seater (2+3),16:55,21:25,04h 30m,150,25 Seats available,"3.0
9",Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia
